situation,clue,polarity
I brush my teeth at least twice a day . ,I have less cavities . ,1
I brush my teeth at least twice a day . ,brushing removes plaque and bacteria . ,1
I brush my teeth at least twice a day . ,brushing removes plaque and bacteria . ,1
I brush my teeth at least twice a day . ,my teeth are white and I don't have any cavities . ,1
I brush my teeth at least twice a day . ,I have never had a cavity . ,1
I brush my teeth at least twice a day . ,I have flossed and brushed regularly . ,1
I brush my teeth at least twice a day . ,I have no cavities . ,1
I brush my teeth at least twice a day . ,my dentist told me to do so . ,1
I accepted his apology for arguing . ,I forgave him and we are on good terms again . ,1
I accepted his apology for arguing . ,he seemed sincere . ,1
I accepted his apology for arguing . ,we have been through a lot together . ,1
I accepted his apology for arguing . ,he said sorry and we have been friends for a long time . ,1
I accepted his apology for arguing . ,he looked sincere and we have been friends for a long time . ,1
I accepted his apology for arguing . ,we hugged each other and said we're sorry . ,1
I accepted his apology for arguing . ,we hugged each other before leaving . ,1
I accept my boss's apology for being late to the meeting . ,he has been promising me one for a while . ,1
I accept my boss's apology for being late to the meeting . ,I have been patient and understanding . ,1
I accept my boss's apology for being late to the meeting . ,she appears to be genuinely sorry . ,1
I accept my boss's apology for being late to the meeting . ,she expresses her regret for her tardiness . ,1
I accept my boss's apology for being late to the meeting . ,he's apologizing to me . ,1
I accept my boss's apology for being late to the meeting . ,he acknowledged his mistake and he apologized to me . ,1
I accept my boss's apology for being late to the meeting . ,he apologized . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",we talked it out and they said they were sorry . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",they sounded really sorry and we have been friends for a long time . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",they looked really upset and they admitted they made a mistake . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",they looked really guilty and they remembered it the next day . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",they looked really upset and they gave me a heartfelt apology . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",we have been through a lot together . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",we've been friends for so long . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",I forgave them . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",they are always there for me when I need them . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",we always make up after we fight and we always forgive each other . ,1
"Even though I was really mad at my friend for forgetting my birthday, I accepted their apology . ",we've been through a lot together . ,1
I have accepted my friends apology for not being able to come to my party . ,we have talked about it and I know he is sorry . ,1
